index	prediction
400	entailment
401	contradiction
402	neutral
403	entailment
404	neutral
405	entailment
406	neutral
407	entailment
408	contradiction
409	entailment
410	entailment
411	contradiction
412	entailment
413	contradiction
414	entailment
415	entailment
416	entailment
417	neutral
418	contradiction
419	contradiction
420	contradiction
421	entailment
422	contradiction
423	entailment
424	entailment
425	neutral
426	neutral
427	entailment
428	contradiction
429	neutral
430	neutral
431	neutral
432	contradiction
433	neutral
434	entailment
435	neutral
436	contradiction
437	contradiction
438	neutral
439	entailment
440	entailment
441	neutral
442	contradiction
443	contradiction
444	entailment
445	entailment
446	entailment
447	entailment
448	neutral
449	neutral
450	neutral
451	neutral
452	entailment
453	neutral
454	contradiction
455	contradiction
456	contradiction
457	contradiction
458	neutral
459	neutral
460	entailment
461	entailment
462	entailment
463	entailment
464	contradiction
465	entailment
466	neutral
467	contradiction
468	entailment
469	neutral
470	neutral
471	contradiction
472	entailment
473	entailment
474	neutral
475	entailment
476	entailment
477	entailment
478	contradiction
479	contradiction
480	contradiction
481	entailment
482	contradiction
483	neutral
484	contradiction
485	contradiction
486	contradiction
487	neutral
488	entailment
489	entailment
490	entailment
491	contradiction
492	neutral
493	entailment
494	entailment
495	contradiction
496	entailment
497	neutral
498	neutral
499	entailment
500	contradiction
501	neutral
502	neutral
503	contradiction
504	neutral
505	contradiction
506	neutral
507	entailment
508	contradiction
509	contradiction
510	contradiction
511	neutral
512	entailment
513	entailment
514	neutral
515	entailment
516	neutral
517	contradiction
518	contradiction
519	contradiction
520	contradiction
521	neutral
522	entailment
523	contradiction
524	neutral
525	entailment
526	neutral
527	entailment
528	contradiction
529	neutral
530	neutral
531	contradiction
532	entailment
533	neutral
534	neutral
535	entailment
536	neutral
537	neutral
538	neutral
539	neutral
540	neutral
541	contradiction
542	contradiction
543	neutral
544	contradiction
545	contradiction
546	neutral
547	entailment
548	entailment
549	contradiction
550	contradiction
551	entailment
552	contradiction
553	contradiction
554	contradiction
555	neutral
556	neutral
557	neutral
558	neutral
559	entailment
560	entailment
561	neutral
562	entailment
563	entailment
564	neutral
565	entailment
566	contradiction
567	entailment
568	contradiction
569	neutral
570	entailment
571	contradiction
572	entailment
573	entailment
574	entailment
575	entailment
576	entailment
577	neutral
578	neutral
579	contradiction
580	neutral
581	entailment
582	neutral
583	entailment
584	contradiction
585	entailment
586	neutral
587	entailment
588	entailment
589	entailment
590	neutral
591	entailment
592	entailment
593	neutral
594	neutral
595	neutral
596	contradiction
597	contradiction
598	neutral
599	contradiction
600	entailment
601	contradiction
602	contradiction
603	entailment
604	entailment
605	contradiction
606	entailment
607	entailment
608	neutral
609	neutral
610	neutral
611	contradiction
612	contradiction
613	contradiction
614	entailment
615	neutral
616	contradiction
617	entailment
618	neutral
619	entailment
620	entailment
621	contradiction
622	contradiction
623	neutral
624	contradiction
625	entailment
626	neutral
627	neutral
628	entailment
629	neutral
630	entailment
631	contradiction
632	contradiction
633	entailment
634	neutral
635	neutral
636	neutral
637	neutral
638	neutral
639	entailment
640	neutral
641	entailment
642	neutral
643	entailment
644	contradiction
645	contradiction
646	entailment
647	entailment
648	neutral
649	contradiction
650	neutral
651	entailment
652	entailment
653	neutral
654	neutral
655	neutral
656	neutral
657	entailment
658	entailment
659	neutral
660	neutral
661	contradiction
662	contradiction
663	contradiction
664	entailment
665	contradiction
666	contradiction
667	contradiction
668	contradiction
669	contradiction
670	entailment
671	entailment
672	contradiction
673	contradiction
674	contradiction
675	contradiction
676	contradiction
677	entailment
678	contradiction
679	entailment
680	entailment
681	entailment
682	entailment
683	entailment
684	neutral
685	entailment
686	entailment
687	entailment
688	contradiction
689	contradiction
690	entailment
691	contradiction
692	contradiction
693	contradiction
694	entailment
695	contradiction
696	entailment
697	neutral
698	entailment
699	neutral
700	contradiction
701	entailment
702	entailment
703	contradiction
704	entailment
705	neutral
706	contradiction
707	neutral
708	neutral
709	neutral
710	contradiction
711	entailment
712	neutral
713	contradiction
714	neutral
715	contradiction
716	entailment
717	contradiction
718	contradiction
719	entailment
720	contradiction
721	entailment
722	entailment
723	neutral
724	contradiction
725	neutral
726	entailment
727	contradiction
728	neutral
729	entailment
730	entailment
731	entailment
732	neutral
733	neutral
734	entailment
735	entailment
736	contradiction
737	neutral
738	contradiction
739	contradiction
740	contradiction
741	entailment
742	entailment
743	contradiction
744	entailment
745	contradiction
746	entailment
747	contradiction
748	entailment
749	entailment
750	neutral
751	entailment
752	entailment
753	contradiction
754	entailment
755	entailment
756	entailment
757	entailment
758	entailment
759	neutral
760	entailment
761	entailment
762	entailment
763	neutral
764	entailment
765	neutral
766	entailment
767	contradiction
768	contradiction
769	contradiction
770	neutral
771	contradiction
772	neutral
773	neutral
774	neutral
775	neutral
776	entailment
777	entailment
778	entailment
779	neutral
780	entailment
781	contradiction
782	contradiction
783	neutral
784	contradiction
785	neutral
786	entailment
787	neutral
788	entailment
789	contradiction
790	entailment
791	contradiction
792	contradiction
793	neutral
794	entailment
795	neutral
796	contradiction
797	entailment
798	contradiction
799	contradiction
800	neutral
801	neutral
802	entailment
803	contradiction
804	entailment
805	contradiction
806	neutral
807	contradiction
808	entailment
809	contradiction
810	neutral
811	entailment
812	neutral
813	neutral
814	contradiction
815	contradiction
816	contradiction
817	contradiction
818	neutral
819	entailment
820	neutral
821	contradiction
822	entailment
823	neutral
824	entailment
825	entailment
826	neutral
827	entailment
828	contradiction
829	entailment
830	contradiction
831	entailment
832	neutral
833	contradiction
834	entailment
835	entailment
836	contradiction
837	entailment
838	neutral
839	contradiction
840	neutral
841	entailment
842	neutral
843	entailment
844	entailment
845	entailment
846	neutral
847	entailment
848	neutral
849	entailment
850	entailment
851	contradiction
852	neutral
853	neutral
854	entailment
855	entailment
856	neutral
857	entailment
858	neutral
859	contradiction
860	contradiction
861	neutral
862	neutral
863	contradiction
864	contradiction
865	neutral
866	neutral
867	entailment
868	contradiction
869	contradiction
870	entailment
871	neutral
872	entailment
873	neutral
874	contradiction
875	entailment
876	entailment
877	neutral
878	neutral
879	neutral
880	neutral
881	entailment
882	contradiction
883	entailment
884	contradiction
885	contradiction
886	entailment
887	neutral
888	contradiction
889	neutral
890	neutral
891	entailment
892	neutral
893	neutral
894	entailment
895	entailment
896	contradiction
897	contradiction
898	entailment
899	entailment
900	neutral
901	entailment
902	entailment
903	contradiction
904	contradiction
905	contradiction
906	contradiction
907	contradiction
908	entailment
909	contradiction
910	entailment
911	neutral
912	contradiction
913	contradiction
914	neutral
915	contradiction
916	neutral
917	entailment
918	contradiction
919	neutral
920	neutral
921	contradiction
922	contradiction
923	entailment
924	neutral
925	contradiction
926	entailment
927	contradiction
928	neutral
929	entailment
930	contradiction
931	entailment
932	neutral
933	contradiction
934	entailment
935	entailment
936	entailment
937	neutral
938	neutral
939	entailment
940	neutral
941	entailment
942	entailment
943	neutral
944	contradiction
945	entailment
946	contradiction
947	contradiction
948	neutral
949	entailment
950	entailment
951	contradiction
952	neutral
953	neutral
954	contradiction
955	neutral
956	entailment
957	contradiction
958	contradiction
959	neutral
960	entailment
961	entailment
962	entailment
963	contradiction
964	contradiction
965	contradiction
966	neutral
967	contradiction
968	contradiction
969	contradiction
970	entailment
971	entailment
972	neutral
973	entailment
974	contradiction
975	contradiction
976	contradiction
977	neutral
978	entailment
979	contradiction
980	entailment
981	entailment
982	entailment
983	entailment
984	contradiction
985	contradiction
986	neutral
987	contradiction
988	entailment
989	neutral
990	entailment
991	entailment
992	entailment
993	entailment
994	entailment
995	contradiction
996	neutral
997	contradiction
998	contradiction
999	neutral
1000	entailment
1001	neutral
1002	contradiction
1003	contradiction
1004	neutral
1005	contradiction
1006	contradiction
1007	neutral
1008	entailment
1009	contradiction
1010	entailment
1011	contradiction
1012	contradiction
1013	neutral
1014	neutral
1015	neutral
1016	neutral
1017	neutral
1018	contradiction
1019	entailment
1020	entailment
1021	neutral
1022	contradiction
1023	neutral
1024	neutral
1025	contradiction
1026	neutral
1027	entailment
1028	entailment
1029	contradiction
1030	neutral
1031	contradiction
1032	neutral
1033	contradiction
1034	contradiction
1035	neutral
1036	contradiction
1037	entailment
1038	contradiction
1039	neutral
1040	entailment
1041	neutral
1042	contradiction
1043	neutral
1044	contradiction
1045	neutral
1046	entailment
1047	neutral
1048	entailment
1049	contradiction
1050	entailment
1051	neutral
1052	entailment
1053	neutral
1054	entailment
1055	neutral
1056	contradiction
1057	neutral
1058	neutral
1059	neutral
1060	entailment
1061	contradiction
1062	entailment
1063	neutral
1064	neutral
1065	contradiction
1066	contradiction
1067	neutral
1068	neutral
1069	entailment
1070	contradiction
1071	entailment
1072	neutral
1073	contradiction
1074	entailment
1075	entailment
1076	entailment
1077	neutral
1078	entailment
1079	neutral
1080	neutral
1081	entailment
1082	contradiction
1083	contradiction
1084	entailment
1085	contradiction
1086	entailment
1087	neutral
1088	neutral
1089	entailment
1090	neutral
1091	neutral
1092	neutral
1093	entailment
1094	entailment
1095	contradiction
1096	entailment
1097	entailment
1098	neutral
1099	entailment
1100	neutral
1101	neutral
1102	neutral
1103	neutral
1104	entailment
1105	contradiction
1106	contradiction
1107	neutral
1108	entailment
1109	neutral
1110	contradiction
1111	neutral
1112	contradiction
1113	contradiction
1114	neutral
1115	entailment
1116	entailment
1117	entailment
1118	entailment
1119	contradiction
1120	contradiction
1121	entailment
1122	contradiction
1123	neutral
1124	contradiction
1125	contradiction
1126	contradiction
1127	neutral
1128	contradiction
1129	neutral
1130	entailment
1131	entailment
1132	neutral
1133	contradiction
1134	neutral
1135	neutral
1136	entailment
1137	entailment
1138	neutral
1139	entailment
1140	entailment
1141	neutral
1142	contradiction
1143	neutral
1144	neutral
1145	contradiction
1146	neutral
1147	neutral
1148	neutral
1149	contradiction
1150	neutral
1151	neutral
1152	neutral
1153	neutral
1154	entailment
1155	entailment
1156	neutral
1157	entailment
1158	contradiction
1159	entailment
1160	neutral
1161	contradiction
1162	contradiction
1163	neutral
1164	neutral
1165	entailment
1166	neutral
1167	entailment
1168	contradiction
1169	entailment
1170	entailment
1171	neutral
1172	entailment
1173	neutral
1174	neutral
1175	neutral
1176	contradiction
1177	contradiction
1178	neutral
1179	neutral
1180	entailment
1181	neutral
1182	entailment
1183	neutral
1184	neutral
1185	entailment
1186	entailment
1187	entailment
1188	entailment
1189	entailment
1190	contradiction
1191	neutral
1192	entailment
1193	entailment
1194	entailment
1195	neutral
1196	entailment
1197	contradiction
1198	entailment
1199	entailment
1200	entailment
1201	entailment
1202	entailment
1203	entailment
1204	entailment
1205	neutral
1206	contradiction
1207	entailment
1208	neutral
1209	entailment
1210	neutral
1211	neutral
1212	contradiction
1213	entailment
1214	neutral
1215	contradiction
1216	contradiction
1217	neutral
1218	neutral
1219	entailment
1220	entailment
1221	entailment
1222	entailment
1223	entailment
1224	contradiction
1225	entailment
1226	neutral
1227	neutral
1228	contradiction
1229	entailment
1230	contradiction
1231	neutral
1232	entailment
1233	contradiction
1234	entailment
1235	neutral
1236	entailment
1237	neutral
1238	contradiction
1239	neutral
1240	entailment
1241	contradiction
1242	neutral
1243	contradiction
1244	entailment
1245	neutral
1246	contradiction
1247	entailment
1248	neutral
1249	neutral
1250	entailment
1251	neutral
1252	contradiction
1253	entailment
1254	contradiction
1255	neutral
1256	entailment
1257	contradiction
1258	neutral
1259	neutral
1260	entailment
1261	entailment
1262	contradiction
1263	neutral
1264	entailment
1265	contradiction
1266	neutral
1267	entailment
1268	neutral
1269	neutral
1270	neutral
1271	contradiction
1272	contradiction
1273	neutral
1274	entailment
1275	neutral
1276	neutral
1277	entailment
1278	contradiction
1279	entailment
1280	neutral
1281	neutral
1282	contradiction
1283	entailment
1284	neutral
1285	neutral
1286	neutral
1287	entailment
1288	entailment
1289	neutral
1290	contradiction
1291	entailment
1292	contradiction
1293	entailment
1294	neutral
1295	entailment
1296	entailment
1297	neutral
1298	contradiction
1299	entailment
1300	entailment
1301	contradiction
1302	entailment
1303	entailment
1304	entailment
1305	entailment
1306	entailment
1307	contradiction
1308	contradiction
1309	neutral
1310	contradiction
1311	neutral
1312	neutral
1313	neutral
1314	contradiction
1315	contradiction
1316	neutral
1317	contradiction
1318	neutral
1319	contradiction
1320	entailment
1321	neutral
1322	contradiction
1323	neutral
1324	neutral
1325	contradiction
1326	contradiction
1327	entailment
1328	entailment
1329	neutral
1330	neutral
1331	entailment
1332	contradiction
1333	entailment
1334	neutral
1335	entailment
1336	entailment
1337	contradiction
1338	neutral
1339	entailment
1340	neutral
1341	contradiction
1342	contradiction
1343	contradiction
1344	entailment
1345	contradiction
1346	entailment
1347	neutral
1348	entailment
1349	entailment
1350	contradiction
1351	neutral
1352	neutral
1353	entailment
1354	neutral
1355	entailment
1356	neutral
1357	neutral
1358	entailment
1359	contradiction
1360	neutral
1361	neutral
1362	contradiction
1363	contradiction
1364	entailment
1365	entailment
1366	neutral
1367	entailment
1368	neutral
1369	entailment
1370	entailment
1371	contradiction
1372	neutral
1373	entailment
1374	contradiction
1375	entailment
1376	contradiction
1377	entailment
1378	contradiction
1379	entailment
1380	contradiction
1381	entailment
1382	contradiction
1383	neutral
1384	entailment
1385	entailment
1386	contradiction
1387	contradiction
1388	entailment
1389	entailment
1390	entailment
1391	contradiction
1392	entailment
1393	entailment
1394	neutral
1395	contradiction
1396	contradiction
1397	contradiction
1398	contradiction
1399	neutral
1400	entailment
1401	neutral
1402	contradiction
1403	entailment
1404	neutral
1405	neutral
1406	neutral
1407	neutral
1408	contradiction
1409	neutral
1410	entailment
1411	contradiction
1412	entailment
1413	contradiction
1414	entailment
1415	entailment
1416	neutral
1417	neutral
1418	contradiction
1419	entailment
1420	contradiction
1421	neutral
1422	entailment
1423	neutral
1424	neutral
1425	contradiction
1426	contradiction
1427	contradiction
1428	neutral
1429	contradiction
1430	entailment
1431	neutral
1432	neutral
1433	neutral
1434	entailment
1435	neutral
1436	contradiction
1437	entailment
1438	entailment
1439	entailment
1440	neutral
1441	neutral
1442	entailment
1443	contradiction
1444	entailment
1445	entailment
1446	entailment
1447	entailment
1448	contradiction
1449	neutral
1450	neutral
1451	contradiction
1452	contradiction
1453	contradiction
1454	neutral
1455	entailment
1456	contradiction
1457	entailment
1458	neutral
1459	contradiction
1460	neutral
1461	entailment
1462	entailment
1463	contradiction
1464	neutral
1465	entailment
1466	neutral
1467	entailment
1468	neutral
1469	contradiction
1470	entailment
1471	entailment
1472	contradiction
1473	neutral
1474	entailment
1475	contradiction
1476	entailment
1477	entailment
1478	contradiction
1479	contradiction
1480	entailment
1481	contradiction
1482	contradiction
1483	neutral
1484	contradiction
1485	entailment
1486	contradiction
1487	neutral
1488	entailment
1489	entailment
1490	contradiction
1491	entailment
1492	entailment
1493	contradiction
1494	neutral
1495	entailment
1496	neutral
1497	contradiction
1498	neutral
1499	contradiction
1500	entailment
1501	neutral
1502	neutral
1503	entailment
1504	contradiction
1505	neutral
1506	entailment
1507	neutral
1508	entailment
1509	entailment
1510	contradiction
1511	neutral
1512	entailment
1513	neutral
1514	contradiction
1515	neutral
1516	neutral
1517	entailment
1518	entailment
1519	entailment
1520	entailment
1521	entailment
1522	contradiction
1523	entailment
1524	entailment
1525	contradiction
1526	neutral
1527	entailment
1528	entailment
1529	entailment
1530	neutral
1531	entailment
1532	entailment
1533	entailment
1534	contradiction
1535	entailment
1536	contradiction
1537	entailment
1538	neutral
1539	contradiction
1540	neutral
1541	entailment
1542	neutral
1543	entailment
1544	entailment
1545	neutral
1546	entailment
1547	neutral
1548	neutral
1549	entailment
1550	entailment
1551	neutral
1552	entailment
1553	contradiction
1554	neutral
1555	entailment
1556	entailment
1557	neutral
1558	entailment
1559	neutral
1560	entailment
1561	neutral
1562	entailment
1563	contradiction
1564	contradiction
1565	contradiction
1566	contradiction
1567	neutral
1568	entailment
1569	entailment
1570	entailment
1571	contradiction
1572	neutral
1573	contradiction
1574	entailment
1575	entailment
1576	contradiction
1577	contradiction
1578	neutral
1579	neutral
1580	entailment
1581	contradiction
1582	neutral
1583	entailment
1584	neutral
1585	neutral
1586	entailment
1587	contradiction
1588	contradiction
1589	neutral
1590	entailment
1591	entailment
1592	entailment
1593	entailment
1594	neutral
1595	neutral
1596	neutral
1597	neutral
1598	contradiction
1599	entailment
1600	neutral
1601	neutral
1602	entailment
1603	entailment
1604	contradiction
1605	entailment
1606	neutral
1607	neutral
1608	entailment
1609	neutral
1610	entailment
1611	entailment
1612	entailment
1613	neutral
1614	entailment
1615	entailment
1616	neutral
1617	contradiction
1618	contradiction
1619	neutral
1620	neutral
1621	entailment
1622	neutral
1623	neutral
1624	contradiction
1625	contradiction
1626	contradiction
1627	entailment
1628	entailment
1629	neutral
1630	neutral
1631	entailment
1632	entailment
1633	contradiction
1634	contradiction
1635	contradiction
1636	entailment
1637	contradiction
1638	neutral
1639	contradiction
1640	contradiction
1641	contradiction
1642	neutral
1643	entailment
1644	entailment
1645	neutral
1646	neutral
1647	neutral
1648	contradiction
1649	entailment
1650	entailment
1651	neutral
1652	entailment
1653	neutral
1654	entailment
1655	contradiction
1656	neutral
1657	entailment
1658	neutral
1659	entailment
1660	entailment
1661	entailment
1662	neutral
1663	entailment
1664	entailment
1665	entailment
1666	entailment
1667	neutral
1668	entailment
1669	neutral
1670	neutral
1671	neutral
1672	contradiction
1673	contradiction
1674	neutral
1675	contradiction
1676	neutral
1677	contradiction
1678	neutral
1679	contradiction
1680	neutral
1681	entailment
1682	neutral
1683	contradiction
1684	neutral
1685	neutral
1686	entailment
1687	entailment
1688	entailment
1689	entailment
1690	entailment
1691	neutral
1692	entailment
1693	entailment
1694	entailment
1695	entailment
1696	neutral
1697	entailment
1698	neutral
1699	entailment
1700	contradiction
1701	neutral
1702	neutral
1703	neutral
1704	entailment
1705	neutral
1706	entailment
1707	neutral
1708	neutral
1709	neutral
1710	neutral
1711	neutral
1712	contradiction
1713	entailment
1714	neutral
1715	neutral
1716	neutral
1717	entailment
1718	contradiction
1719	entailment
1720	contradiction
1721	neutral
1722	entailment
1723	contradiction
1724	entailment
1725	entailment
1726	contradiction
1727	entailment
1728	entailment
1729	neutral
1730	neutral
1731	contradiction
1732	neutral
1733	entailment
1734	neutral
1735	contradiction
1736	neutral
1737	entailment
1738	entailment
1739	neutral
1740	neutral
1741	contradiction
1742	neutral
1743	entailment
1744	neutral
1745	contradiction
1746	neutral
1747	contradiction
1748	contradiction
1749	neutral
1750	contradiction
1751	neutral
1752	neutral
1753	entailment
1754	entailment
1755	entailment
1756	contradiction
1757	neutral
1758	contradiction
1759	contradiction
1760	neutral
1761	neutral
1762	entailment
1763	entailment
1764	entailment
1765	contradiction
1766	contradiction
1767	neutral
1768	contradiction
1769	neutral
1770	neutral
1771	entailment
1772	neutral
1773	neutral
1774	neutral
1775	entailment
1776	contradiction
1777	neutral
1778	contradiction
1779	entailment
1780	contradiction
1781	entailment
1782	contradiction
1783	contradiction
1784	contradiction
1785	contradiction
1786	neutral
1787	contradiction
1788	contradiction
1789	neutral
1790	contradiction
1791	entailment
1792	entailment
1793	contradiction
1794	entailment
1795	entailment
1796	entailment
1797	entailment
1798	neutral
1799	entailment
1800	contradiction
1801	entailment
1802	contradiction
1803	neutral
1804	contradiction
1805	entailment
1806	contradiction
1807	entailment
1808	entailment
1809	neutral
1810	neutral
1811	entailment
1812	neutral
1813	entailment
1814	neutral
1815	contradiction
1816	neutral
1817	entailment
1818	neutral
1819	contradiction
1820	contradiction
1821	entailment
1822	entailment
1823	neutral
1824	neutral
1825	neutral
1826	neutral
1827	neutral
1828	contradiction
1829	neutral
1830	neutral
1831	entailment
1832	entailment
1833	neutral
1834	neutral
1835	entailment
1836	contradiction
1837	entailment
1838	neutral
1839	neutral
1840	entailment
1841	entailment
1842	contradiction
1843	entailment
1844	neutral
1845	neutral
1846	contradiction
1847	neutral
1848	neutral
1849	entailment
1850	contradiction
1851	contradiction
1852	neutral
1853	entailment
1854	neutral
1855	contradiction
1856	neutral
1857	neutral
1858	entailment
1859	contradiction
1860	neutral
1861	entailment
1862	entailment
1863	neutral
1864	neutral
1865	neutral
1866	contradiction
1867	neutral
1868	entailment
1869	neutral
1870	entailment
1871	contradiction
1872	entailment
1873	entailment
1874	contradiction
1875	entailment
1876	contradiction
1877	entailment
1878	entailment
1879	entailment
1880	entailment
1881	neutral
1882	entailment
1883	entailment
1884	contradiction
1885	neutral
1886	neutral
1887	contradiction
1888	entailment
1889	neutral
1890	contradiction
1891	contradiction
1892	contradiction
1893	contradiction
1894	neutral
1895	neutral
1896	entailment
1897	neutral
1898	contradiction
1899	contradiction
1900	neutral
1901	contradiction
1902	contradiction
1903	contradiction
1904	contradiction
1905	contradiction
1906	neutral
1907	entailment
1908	neutral
1909	contradiction
1910	entailment
1911	entailment
1912	entailment
1913	neutral
1914	entailment
1915	contradiction
1916	neutral
1917	neutral
1918	contradiction
1919	entailment
1920	neutral
1921	contradiction
1922	neutral
1923	entailment
1924	contradiction
1925	entailment
1926	entailment
1927	neutral
1928	neutral
1929	entailment
1930	contradiction
1931	neutral
1932	contradiction
1933	neutral
1934	contradiction
1935	entailment
1936	entailment
1937	entailment
1938	neutral
1939	neutral
1940	contradiction
1941	entailment
1942	entailment
1943	entailment
1944	neutral
1945	contradiction
1946	neutral
1947	entailment
1948	neutral
1949	neutral
1950	contradiction
1951	neutral
1952	entailment
1953	entailment
1954	contradiction
1955	neutral
1956	entailment
1957	contradiction
1958	contradiction
1959	entailment
1960	contradiction
1961	neutral
1962	contradiction
1963	neutral
1964	entailment
1965	neutral
1966	entailment
1967	neutral
1968	neutral
1969	neutral
1970	neutral
1971	neutral
1972	neutral
1973	neutral
1974	contradiction
1975	entailment
1976	entailment
1977	entailment
1978	neutral
1979	contradiction
1980	entailment
1981	entailment
1982	entailment
1983	neutral
1984	contradiction
1985	neutral
1986	contradiction
1987	neutral
1988	entailment
1989	contradiction
1990	entailment
1991	entailment
1992	contradiction
1993	neutral
1994	neutral
1995	entailment
1996	neutral
1997	neutral
1998	neutral
1999	contradiction
2000	entailment
2001	neutral
2002	neutral
2003	entailment
2004	neutral
2005	neutral
2006	entailment
2007	neutral
2008	entailment
2009	entailment
2010	contradiction
2011	contradiction
2012	contradiction
2013	entailment
2014	contradiction
2015	neutral
2016	entailment
2017	contradiction
2018	entailment
2019	neutral
2020	contradiction
2021	neutral
2022	neutral
2023	neutral
2024	entailment
2025	neutral
2026	neutral
2027	contradiction
2028	neutral
2029	entailment
2030	neutral
2031	neutral
2032	contradiction
2033	contradiction
2034	neutral
2035	entailment
2036	contradiction
2037	entailment
2038	entailment
2039	entailment
2040	entailment
2041	entailment
2042	neutral
2043	entailment
2044	neutral
2045	neutral
2046	entailment
2047	entailment
2048	neutral
2049	neutral
2050	contradiction
2051	neutral
2052	contradiction
2053	entailment
2054	neutral
