index	prediction
479	contradiction
480	neutral
481	entailment
482	contradiction
483	entailment
484	neutral
485	contradiction
486	entailment
487	contradiction
488	neutral
489	neutral
490	neutral
491	entailment
492	contradiction
493	neutral
494	contradiction
495	contradiction
496	neutral
497	entailment
498	entailment
499	entailment
500	neutral
501	contradiction
502	neutral
503	neutral
504	entailment
505	entailment
506	contradiction
507	entailment
508	contradiction
509	entailment
510	entailment
511	contradiction
512	contradiction
513	entailment
514	entailment
515	entailment
516	entailment
517	contradiction
518	contradiction
519	neutral
520	neutral
521	entailment
522	contradiction
523	contradiction
524	entailment
525	contradiction
526	entailment
527	neutral
528	entailment
529	entailment
530	contradiction
531	neutral
532	contradiction
533	entailment
534	neutral
535	contradiction
536	entailment
537	neutral
538	contradiction
539	contradiction
540	entailment
541	contradiction
542	neutral
543	neutral
544	neutral
545	entailment
546	neutral
547	contradiction
548	entailment
549	entailment
550	neutral
551	contradiction
552	entailment
553	neutral
554	contradiction
555	contradiction
556	neutral
557	neutral
558	entailment
559	contradiction
560	neutral
561	neutral
562	neutral
563	neutral
564	neutral
565	entailment
566	entailment
567	entailment
568	contradiction
569	neutral
570	entailment
571	neutral
572	entailment
573	entailment
574	neutral
575	entailment
576	neutral
577	entailment
578	entailment
579	entailment
580	neutral
581	contradiction
582	neutral
583	neutral
584	neutral
585	entailment
586	neutral
587	neutral
588	neutral
589	entailment
590	neutral
591	neutral
592	neutral
593	entailment
594	entailment
595	contradiction
596	neutral
597	contradiction
598	neutral
599	contradiction
600	entailment
601	entailment
602	entailment
603	entailment
604	neutral
605	neutral
606	neutral
607	entailment
608	entailment
609	neutral
610	neutral
611	neutral
612	neutral
613	entailment
614	neutral
615	contradiction
616	entailment
617	entailment
618	contradiction
619	neutral
620	entailment
621	neutral
622	contradiction
623	neutral
624	neutral
625	entailment
626	neutral
627	contradiction
628	contradiction
629	contradiction
630	entailment
631	neutral
632	entailment
633	entailment
634	entailment
635	neutral
636	neutral
637	neutral
638	neutral
639	entailment
640	neutral
641	entailment
642	entailment
643	contradiction
644	entailment
645	contradiction
646	entailment
647	entailment
648	entailment
649	entailment
650	entailment
651	contradiction
652	neutral
653	neutral
654	contradiction
655	entailment
656	contradiction
657	neutral
658	neutral
659	entailment
660	contradiction
661	contradiction
662	neutral
663	neutral
664	neutral
665	entailment
666	contradiction
667	contradiction
668	contradiction
669	entailment
670	entailment
671	entailment
672	entailment
673	contradiction
674	entailment
675	entailment
676	neutral
677	entailment
678	contradiction
679	neutral
680	entailment
681	neutral
682	contradiction
683	entailment
684	entailment
685	neutral
686	neutral
687	entailment
688	entailment
689	neutral
690	neutral
691	entailment
692	neutral
693	neutral
694	contradiction
695	entailment
696	neutral
697	contradiction
698	contradiction
699	neutral
700	entailment
701	neutral
702	neutral
703	contradiction
704	entailment
705	neutral
706	entailment
707	neutral
708	entailment
709	entailment
710	neutral
711	contradiction
712	contradiction
713	contradiction
714	entailment
715	entailment
716	entailment
717	entailment
718	contradiction
719	entailment
720	contradiction
721	contradiction
722	entailment
723	entailment
724	contradiction
725	entailment
726	entailment
727	neutral
728	contradiction
729	entailment
730	entailment
731	neutral
732	entailment
733	contradiction
734	contradiction
735	contradiction
736	contradiction
737	contradiction
738	neutral
739	contradiction
740	contradiction
741	neutral
742	neutral
743	contradiction
744	neutral
745	entailment
746	contradiction
747	entailment
748	contradiction
749	entailment
750	contradiction
751	neutral
752	neutral
753	contradiction
754	neutral
755	neutral
756	entailment
757	contradiction
758	contradiction
759	contradiction
760	entailment
761	entailment
762	contradiction
763	contradiction
764	entailment
765	contradiction
766	entailment
767	entailment
768	neutral
769	entailment
770	neutral
771	entailment
772	entailment
773	entailment
774	neutral
775	entailment
776	neutral
777	contradiction
778	entailment
779	entailment
780	entailment
781	entailment
782	contradiction
783	contradiction
784	contradiction
785	entailment
786	entailment
787	entailment
788	neutral
789	neutral
790	neutral
791	entailment
792	entailment
793	entailment
794	neutral
795	contradiction
796	entailment
797	contradiction
798	entailment
799	entailment
800	entailment
801	neutral
802	entailment
803	contradiction
804	entailment
805	entailment
806	entailment
807	entailment
808	contradiction
809	entailment
810	entailment
811	contradiction
812	neutral
813	entailment
814	neutral
815	neutral
816	neutral
817	entailment
818	neutral
819	entailment
820	entailment
821	entailment
822	neutral
823	entailment
824	contradiction
825	entailment
826	neutral
827	entailment
828	entailment
829	entailment
830	neutral
831	contradiction
832	entailment
833	contradiction
834	contradiction
835	contradiction
836	entailment
837	entailment
838	contradiction
839	entailment
840	entailment
841	neutral
842	neutral
843	entailment
844	entailment
845	entailment
846	neutral
847	entailment
848	entailment
849	contradiction
850	entailment
851	neutral
852	neutral
853	neutral
854	contradiction
855	entailment
856	entailment
857	neutral
858	neutral
859	entailment
860	entailment
861	contradiction
862	neutral
863	neutral
864	contradiction
865	neutral
866	neutral
867	entailment
868	entailment
869	entailment
870	neutral
871	neutral
872	neutral
873	entailment
874	contradiction
875	entailment
876	neutral
877	contradiction
878	neutral
879	entailment
880	neutral
881	contradiction
882	neutral
883	entailment
884	entailment
885	contradiction
886	entailment
887	contradiction
888	entailment
889	neutral
890	entailment
891	contradiction
892	entailment
893	contradiction
894	entailment
895	contradiction
896	neutral
897	contradiction
898	neutral
899	entailment
900	entailment
901	entailment
902	contradiction
903	neutral
904	entailment
905	entailment
906	contradiction
907	contradiction
908	neutral
909	entailment
910	contradiction
911	entailment
912	contradiction
913	neutral
914	entailment
915	neutral
916	entailment
917	contradiction
918	contradiction
919	contradiction
920	contradiction
921	neutral
922	neutral
923	neutral
924	neutral
925	entailment
926	neutral
927	contradiction
928	contradiction
929	entailment
930	neutral
931	entailment
932	neutral
933	neutral
934	neutral
935	neutral
936	neutral
937	contradiction
938	neutral
939	entailment
940	neutral
941	neutral
942	entailment
943	entailment
944	entailment
945	neutral
946	contradiction
947	contradiction
948	neutral
949	contradiction
950	neutral
951	entailment
952	contradiction
953	entailment
954	entailment
955	contradiction
956	entailment
957	neutral
958	entailment
959	contradiction
960	neutral
961	contradiction
962	entailment
963	neutral
964	contradiction
965	entailment
966	contradiction
967	entailment
968	entailment
969	contradiction
970	neutral
971	entailment
972	neutral
973	neutral
974	neutral
975	entailment
976	entailment
977	neutral
978	neutral
979	contradiction
980	neutral
981	neutral
982	entailment
983	contradiction
984	neutral
985	neutral
986	neutral
987	contradiction
988	entailment
989	contradiction
990	neutral
991	entailment
992	contradiction
993	contradiction
994	entailment
995	entailment
996	entailment
997	entailment
998	entailment
999	entailment
1000	entailment
1001	contradiction
1002	entailment
1003	neutral
1004	entailment
1005	contradiction
1006	contradiction
1007	entailment
1008	neutral
1009	neutral
1010	contradiction
1011	contradiction
1012	neutral
1013	entailment
1014	neutral
1015	neutral
1016	neutral
1017	entailment
1018	entailment
1019	neutral
1020	neutral
1021	entailment
1022	entailment
1023	entailment
1024	entailment
1025	contradiction
1026	contradiction
1027	entailment
1028	neutral
1029	contradiction
1030	neutral
1031	neutral
1032	entailment
1033	contradiction
1034	contradiction
1035	entailment
1036	contradiction
1037	neutral
1038	contradiction
1039	entailment
1040	neutral
1041	entailment
1042	entailment
1043	entailment
1044	contradiction
1045	contradiction
1046	entailment
1047	contradiction
1048	entailment
1049	entailment
1050	contradiction
1051	entailment
1052	entailment
1053	neutral
1054	neutral
1055	entailment
1056	neutral
1057	neutral
1058	neutral
1059	contradiction
1060	neutral
1061	entailment
1062	entailment
1063	neutral
1064	contradiction
1065	entailment
1066	entailment
1067	entailment
1068	entailment
1069	contradiction
1070	entailment
1071	entailment
1072	entailment
1073	contradiction
1074	entailment
1075	neutral
1076	contradiction
1077	entailment
1078	contradiction
1079	contradiction
1080	contradiction
1081	neutral
1082	entailment
1083	neutral
1084	contradiction
1085	contradiction
1086	entailment
1087	entailment
1088	neutral
1089	entailment
1090	contradiction
1091	entailment
1092	entailment
1093	entailment
1094	neutral
1095	neutral
1096	neutral
1097	neutral
1098	contradiction
1099	contradiction
1100	contradiction
1101	neutral
1102	neutral
1103	neutral
1104	contradiction
1105	contradiction
1106	entailment
1107	contradiction
1108	contradiction
1109	neutral
1110	entailment
1111	neutral
1112	contradiction
1113	neutral
1114	contradiction
1115	neutral
1116	entailment
1117	contradiction
1118	contradiction
1119	neutral
1120	contradiction
1121	entailment
1122	neutral
1123	neutral
1124	entailment
1125	entailment
1126	contradiction
1127	entailment
1128	neutral
1129	neutral
1130	contradiction
1131	entailment
1132	contradiction
1133	contradiction
1134	contradiction
1135	contradiction
1136	entailment
1137	contradiction
1138	contradiction
1139	contradiction
1140	entailment
1141	contradiction
1142	entailment
1143	entailment
1144	entailment
1145	contradiction
1146	neutral
1147	entailment
1148	contradiction
1149	entailment
1150	contradiction
1151	contradiction
1152	contradiction
1153	entailment
1154	contradiction
1155	neutral
1156	neutral
1157	entailment
1158	neutral
1159	entailment
1160	contradiction
1161	contradiction
1162	neutral
1163	entailment
1164	entailment
1165	neutral
1166	neutral
1167	neutral
1168	entailment
1169	entailment
1170	entailment
1171	contradiction
1172	entailment
1173	neutral
1174	neutral
1175	contradiction
1176	entailment
1177	neutral
1178	entailment
1179	entailment
1180	entailment
1181	contradiction
1182	neutral
1183	neutral
1184	neutral
1185	neutral
1186	contradiction
1187	contradiction
1188	entailment
1189	entailment
1190	entailment
1191	entailment
1192	neutral
1193	entailment
1194	entailment
1195	entailment
1196	neutral
1197	contradiction
1198	entailment
1199	entailment
1200	entailment
1201	contradiction
1202	contradiction
1203	entailment
1204	entailment
1205	neutral
1206	neutral
1207	entailment
1208	entailment
1209	entailment
1210	neutral
1211	neutral
1212	neutral
1213	contradiction
1214	neutral
1215	contradiction
1216	contradiction
1217	neutral
1218	contradiction
1219	entailment
1220	neutral
1221	entailment
1222	contradiction
1223	entailment
1224	contradiction
1225	contradiction
1226	entailment
1227	entailment
1228	entailment
1229	contradiction
1230	contradiction
1231	contradiction
1232	entailment
1233	entailment
1234	entailment
1235	contradiction
1236	neutral
1237	neutral
1238	neutral
1239	contradiction
1240	entailment
1241	entailment
1242	neutral
1243	neutral
1244	neutral
1245	entailment
1246	contradiction
1247	entailment
1248	entailment
1249	neutral
1250	neutral
1251	entailment
1252	contradiction
1253	neutral
1254	contradiction
1255	entailment
1256	entailment
1257	entailment
1258	neutral
1259	contradiction
1260	entailment
1261	neutral
1262	contradiction
1263	neutral
1264	entailment
1265	entailment
1266	entailment
1267	neutral
1268	neutral
1269	entailment
1270	entailment
1271	contradiction
1272	entailment
1273	entailment
1274	contradiction
1275	neutral
1276	neutral
1277	contradiction
1278	neutral
1279	neutral
1280	contradiction
1281	entailment
1282	contradiction
1283	neutral
1284	neutral
1285	neutral
1286	contradiction
1287	contradiction
1288	entailment
1289	neutral
1290	contradiction
1291	entailment
1292	entailment
1293	neutral
1294	neutral
1295	neutral
1296	contradiction
1297	entailment
1298	neutral
1299	neutral
1300	neutral
1301	contradiction
1302	contradiction
1303	neutral
1304	neutral
1305	neutral
1306	entailment
1307	entailment
1308	entailment
1309	neutral
1310	entailment
1311	entailment
1312	neutral
1313	entailment
1314	neutral
1315	entailment
1316	neutral
1317	neutral
1318	neutral
1319	contradiction
1320	contradiction
1321	contradiction
1322	neutral
1323	entailment
1324	contradiction
1325	neutral
1326	neutral
1327	contradiction
1328	neutral
1329	neutral
1330	neutral
1331	neutral
1332	neutral
1333	contradiction
1334	neutral
1335	contradiction
1336	entailment
1337	neutral
1338	entailment
1339	entailment
1340	contradiction
1341	entailment
1342	neutral
1343	entailment
1344	contradiction
1345	neutral
1346	entailment
1347	entailment
1348	entailment
1349	contradiction
1350	contradiction
1351	contradiction
1352	entailment
1353	entailment
1354	entailment
1355	contradiction
1356	neutral
1357	neutral
1358	neutral
1359	neutral
1360	neutral
1361	entailment
1362	contradiction
1363	neutral
1364	neutral
1365	neutral
1366	contradiction
1367	entailment
1368	contradiction
1369	neutral
1370	neutral
1371	contradiction
1372	neutral
1373	entailment
1374	entailment
1375	contradiction
1376	entailment
1377	contradiction
1378	neutral
1379	contradiction
1380	entailment
1381	neutral
1382	contradiction
1383	contradiction
1384	contradiction
1385	neutral
1386	entailment
1387	neutral
1388	contradiction
1389	entailment
1390	neutral
1391	entailment
1392	contradiction
1393	contradiction
1394	neutral
1395	neutral
1396	neutral
1397	neutral
1398	entailment
1399	contradiction
1400	contradiction
1401	entailment
1402	neutral
1403	entailment
1404	entailment
1405	neutral
1406	neutral
1407	entailment
1408	entailment
1409	contradiction
1410	entailment
1411	entailment
1412	neutral
1413	entailment
1414	neutral
1415	neutral
1416	entailment
1417	neutral
1418	entailment
1419	neutral
1420	entailment
1421	neutral
1422	neutral
1423	neutral
1424	neutral
1425	neutral
1426	neutral
1427	neutral
1428	contradiction
1429	neutral
1430	entailment
1431	entailment
1432	contradiction
1433	entailment
1434	neutral
1435	entailment
1436	entailment
1437	entailment
1438	entailment
1439	neutral
1440	entailment
1441	contradiction
1442	neutral
1443	contradiction
1444	contradiction
1445	neutral
1446	contradiction
1447	neutral
1448	entailment
1449	neutral
1450	contradiction
1451	entailment
1452	neutral
1453	neutral
1454	contradiction
1455	entailment
1456	entailment
1457	contradiction
1458	entailment
1459	neutral
1460	contradiction
1461	entailment
1462	entailment
1463	contradiction
1464	contradiction
1465	entailment
1466	contradiction
1467	entailment
1468	entailment
1469	entailment
1470	contradiction
1471	contradiction
1472	neutral
1473	contradiction
1474	entailment
1475	contradiction
1476	neutral
1477	entailment
1478	neutral
1479	neutral
1480	contradiction
1481	neutral
1482	contradiction
1483	contradiction
1484	neutral
1485	neutral
1486	neutral
1487	entailment
1488	neutral
1489	entailment
1490	contradiction
1491	entailment
1492	neutral
1493	neutral
1494	entailment
1495	entailment
1496	contradiction
1497	entailment
1498	entailment
1499	neutral
1500	entailment
1501	contradiction
1502	neutral
1503	entailment
1504	neutral
1505	entailment
1506	entailment
1507	entailment
1508	entailment
1509	entailment
1510	contradiction
1511	entailment
1512	contradiction
1513	contradiction
1514	contradiction
1515	entailment
1516	contradiction
1517	entailment
1518	contradiction
1519	entailment
1520	contradiction
1521	entailment
1522	neutral
1523	contradiction
1524	contradiction
1525	contradiction
1526	neutral
1527	contradiction
1528	neutral
1529	entailment
1530	entailment
1531	neutral
1532	neutral
1533	contradiction
1534	entailment
1535	entailment
1536	contradiction
1537	neutral
1538	neutral
1539	contradiction
1540	entailment
1541	neutral
1542	entailment
1543	neutral
1544	contradiction
1545	neutral
1546	neutral
1547	entailment
1548	entailment
1549	entailment
1550	entailment
1551	entailment
1552	entailment
1553	contradiction
1554	neutral
1555	neutral
1556	neutral
1557	neutral
1558	contradiction
1559	contradiction
1560	entailment
1561	contradiction
1562	neutral
1563	entailment
1564	entailment
1565	contradiction
1566	contradiction
1567	neutral
1568	contradiction
1569	neutral
1570	contradiction
1571	neutral
1572	entailment
1573	neutral
1574	contradiction
1575	entailment
1576	neutral
1577	entailment
1578	neutral
1579	neutral
1580	contradiction
1581	entailment
1582	neutral
1583	contradiction
1584	neutral
1585	contradiction
1586	entailment
1587	contradiction
1588	entailment
1589	entailment
1590	entailment
1591	entailment
1592	contradiction
1593	neutral
1594	neutral
1595	entailment
1596	neutral
1597	neutral
1598	neutral
1599	neutral
1600	entailment
1601	contradiction
1602	neutral
1603	neutral
1604	entailment
1605	entailment
1606	contradiction
1607	entailment
1608	entailment
1609	contradiction
1610	entailment
1611	neutral
1612	contradiction
1613	neutral
1614	entailment
1615	entailment
1616	contradiction
1617	contradiction
1618	entailment
1619	neutral
1620	contradiction
1621	neutral
1622	entailment
1623	contradiction
1624	neutral
1625	contradiction
1626	entailment
1627	neutral
1628	contradiction
1629	contradiction
1630	neutral
1631	neutral
1632	contradiction
1633	entailment
1634	neutral
1635	neutral
1636	entailment
1637	entailment
1638	entailment
1639	contradiction
1640	contradiction
1641	contradiction
1642	entailment
1643	entailment
1644	entailment
1645	neutral
1646	entailment
1647	entailment
1648	entailment
1649	contradiction
1650	neutral
1651	contradiction
1652	neutral
1653	neutral
1654	neutral
1655	neutral
1656	entailment
1657	contradiction
1658	entailment
1659	entailment
1660	contradiction
1661	neutral
1662	entailment
1663	entailment
1664	contradiction
1665	contradiction
1666	entailment
1667	entailment
1668	contradiction
1669	neutral
1670	contradiction
1671	neutral
1672	contradiction
1673	entailment
1674	entailment
1675	neutral
1676	entailment
1677	entailment
1678	entailment
1679	contradiction
1680	entailment
1681	neutral
1682	entailment
1683	contradiction
1684	contradiction
1685	contradiction
1686	entailment
1687	neutral
1688	neutral
1689	contradiction
1690	contradiction
1691	entailment
1692	contradiction
1693	neutral
1694	entailment
1695	entailment
1696	contradiction
1697	neutral
1698	neutral
1699	neutral
1700	neutral
1701	contradiction
1702	contradiction
1703	contradiction
1704	entailment
1705	entailment
1706	contradiction
1707	entailment
1708	entailment
1709	neutral
1710	neutral
1711	entailment
1712	contradiction
1713	contradiction
1714	entailment
1715	entailment
1716	neutral
1717	neutral
1718	entailment
1719	contradiction
1720	neutral
1721	contradiction
1722	contradiction
1723	entailment
1724	contradiction
1725	contradiction
1726	neutral
1727	entailment
1728	contradiction
1729	entailment
1730	entailment
1731	entailment
1732	neutral
1733	neutral
1734	neutral
1735	entailment
1736	neutral
1737	entailment
1738	neutral
1739	neutral
1740	neutral
1741	neutral
1742	entailment
1743	entailment
1744	contradiction
1745	contradiction
1746	entailment
1747	entailment
1748	neutral
1749	entailment
1750	neutral
1751	contradiction
1752	entailment
1753	entailment
1754	entailment
1755	contradiction
1756	neutral
1757	entailment
1758	entailment
1759	neutral
1760	entailment
1761	neutral
1762	neutral
1763	entailment
1764	contradiction
1765	entailment
1766	neutral
1767	contradiction
1768	entailment
1769	entailment
1770	contradiction
1771	contradiction
1772	entailment
1773	neutral
1774	neutral
1775	entailment
1776	entailment
1777	contradiction
1778	neutral
1779	neutral
1780	entailment
1781	entailment
1782	entailment
1783	neutral
1784	contradiction
1785	neutral
1786	neutral
1787	contradiction
1788	entailment
1789	entailment
1790	entailment
1791	entailment
1792	entailment
1793	entailment
1794	entailment
1795	neutral
1796	contradiction
1797	neutral
1798	entailment
1799	entailment
1800	entailment
1801	contradiction
1802	contradiction
1803	contradiction
1804	entailment
1805	neutral
1806	contradiction
1807	neutral
1808	entailment
1809	contradiction
1810	entailment
1811	contradiction
1812	entailment
1813	contradiction
1814	entailment
1815	contradiction
1816	entailment
1817	entailment
1818	contradiction
1819	entailment
1820	entailment
1821	contradiction
1822	entailment
1823	neutral
1824	neutral
1825	entailment
1826	neutral
1827	entailment
1828	entailment
1829	neutral
1830	contradiction
1831	entailment
1832	entailment
1833	contradiction
1834	entailment
1835	entailment
1836	entailment
1837	neutral
1838	contradiction
1839	entailment
1840	entailment
1841	contradiction
1842	neutral
1843	neutral
1844	entailment
1845	contradiction
1846	entailment
1847	neutral
1848	entailment
1849	contradiction
1850	neutral
1851	entailment
1852	contradiction
1853	entailment
1854	contradiction
1855	contradiction
1856	entailment
1857	entailment
1858	entailment
1859	entailment
1860	entailment
1861	contradiction
1862	neutral
1863	entailment
1864	neutral
1865	neutral
1866	contradiction
1867	neutral
1868	neutral
1869	entailment
1870	entailment
1871	neutral
1872	entailment
1873	neutral
1874	entailment
1875	neutral
1876	neutral
1877	entailment
1878	contradiction
1879	entailment
1880	neutral
1881	neutral
1882	neutral
1883	contradiction
1884	neutral
1885	entailment
1886	entailment
1887	entailment
1888	contradiction
1889	entailment
1890	entailment
1891	contradiction
1892	contradiction
1893	entailment
1894	entailment
1895	neutral
1896	neutral
1897	contradiction
1898	neutral
1899	entailment
1900	contradiction
1901	entailment
1902	entailment
1903	neutral
1904	neutral
1905	contradiction
1906	neutral
1907	contradiction
1908	contradiction
1909	contradiction
1910	neutral
1911	entailment
1912	contradiction
1913	entailment
1914	neutral
1915	contradiction
1916	neutral
1917	neutral
1918	entailment
1919	entailment
1920	neutral
1921	entailment
1922	entailment
1923	contradiction
1924	entailment
1925	entailment
1926	contradiction
1927	contradiction
1928	neutral
1929	entailment
1930	entailment
1931	entailment
1932	neutral
1933	entailment
1934	contradiction
1935	entailment
1936	entailment
1937	entailment
1938	neutral
1939	entailment
1940	contradiction
1941	entailment
1942	entailment
1943	entailment
1944	entailment
1945	neutral
1946	entailment
1947	entailment
1948	neutral
1949	neutral
1950	neutral
1951	contradiction
1952	contradiction
1953	entailment
1954	entailment
1955	contradiction
1956	contradiction
1957	neutral
1958	entailment
1959	entailment
1960	neutral
1961	neutral
1962	neutral
1963	contradiction
1964	contradiction
1965	neutral
1966	contradiction
1967	contradiction
1968	neutral
1969	entailment
1970	neutral
1971	entailment
1972	contradiction
1973	neutral
1974	contradiction
1975	contradiction
1976	contradiction
1977	entailment
1978	entailment
1979	entailment
1980	contradiction
1981	contradiction
1982	contradiction
1983	contradiction
1984	entailment
1985	neutral
1986	entailment
1987	neutral
1988	entailment
1989	entailment
1990	entailment
1991	entailment
1992	neutral
1993	neutral
1994	entailment
1995	contradiction
1996	contradiction
1997	contradiction
1998	entailment
1999	neutral
2000	entailment
2001	contradiction
2002	neutral
2003	entailment
2004	neutral
2005	contradiction
2006	neutral
2007	neutral
2008	entailment
2009	contradiction
2010	neutral
2011	contradiction
2012	contradiction
2013	neutral
2014	neutral
2015	entailment
2016	neutral
2017	entailment
2018	entailment
2019	contradiction
2020	entailment
2021	entailment
2022	contradiction
2023	neutral
2024	entailment
2025	entailment
2026	contradiction
2027	entailment
2028	neutral
2029	entailment
2030	entailment
2031	entailment
2032	entailment
2033	neutral
2034	neutral
2035	contradiction
2036	entailment
2037	neutral
2038	neutral
2039	neutral
2040	neutral
2041	neutral
2042	neutral
2043	neutral
2044	entailment
2045	entailment
2046	entailment
2047	contradiction
2048	contradiction
2049	entailment
2050	contradiction
2051	entailment
2052	neutral
2053	neutral
2054	entailment
2055	neutral
2056	neutral
2057	neutral
2058	neutral
2059	contradiction
2060	entailment
