index	prediction
759	entailment
760	entailment
761	entailment
762	entailment
763	entailment
764	neutral
765	entailment
766	entailment
767	entailment
768	entailment
769	entailment
770	entailment
771	entailment
772	entailment
773	entailment
774	entailment
775	entailment
776	entailment
777	entailment
778	entailment
779	entailment
780	entailment
781	entailment
782	entailment
783	entailment
784	entailment
785	entailment
786	entailment
787	entailment
788	entailment
789	neutral
790	entailment
791	entailment
792	entailment
793	entailment
794	entailment
795	entailment
796	entailment
797	entailment
798	entailment
799	entailment
800	entailment
801	entailment
802	entailment
803	entailment
804	entailment
805	entailment
806	entailment
807	entailment
808	entailment
809	entailment
810	entailment
811	entailment
812	contradiction
813	neutral
814	entailment
815	entailment
816	entailment
817	entailment
818	entailment
819	entailment
820	entailment
821	entailment
822	entailment
823	entailment
824	contradiction
825	contradiction
826	contradiction
827	contradiction
828	entailment
829	entailment
830	entailment
831	entailment
832	entailment
833	entailment
834	entailment
835	entailment
836	entailment
837	entailment
838	entailment
839	entailment
840	entailment
841	entailment
842	entailment
843	entailment
844	entailment
845	entailment
846	entailment
847	entailment
848	entailment
849	entailment
850	entailment
851	entailment
852	entailment
853	entailment
854	entailment
855	entailment
856	entailment
857	entailment
858	entailment
859	entailment
860	entailment
861	entailment
862	entailment
863	entailment
864	entailment
865	entailment
866	entailment
867	entailment
868	entailment
869	entailment
870	entailment
871	entailment
872	entailment
873	entailment
874	entailment
875	entailment
876	entailment
877	entailment
878	entailment
879	entailment
880	entailment
881	entailment
882	entailment
883	entailment
884	entailment
885	entailment
886	entailment
887	entailment
888	entailment
889	entailment
890	entailment
891	entailment
892	entailment
893	entailment
894	entailment
895	entailment
896	entailment
897	entailment
898	entailment
899	entailment
900	entailment
901	entailment
902	entailment
903	entailment
904	entailment
905	entailment
906	entailment
907	entailment
908	entailment
909	entailment
910	neutral
911	neutral
912	entailment
913	entailment
914	entailment
915	entailment
916	entailment
917	entailment
918	entailment
919	entailment
920	entailment
921	entailment
922	entailment
923	entailment
924	entailment
925	contradiction
926	entailment
927	entailment
928	entailment
929	entailment
930	entailment
931	entailment
932	neutral
933	neutral
934	entailment
935	entailment
936	entailment
937	entailment
938	entailment
939	entailment
940	entailment
941	entailment
942	entailment
943	entailment
944	entailment
945	entailment
946	entailment
947	entailment
948	entailment
949	entailment
950	entailment
951	entailment
952	entailment
953	entailment
954	entailment
955	entailment
956	entailment
957	entailment
958	entailment
959	entailment
960	neutral
961	entailment
962	neutral
963	entailment
964	neutral
965	entailment
966	neutral
967	entailment
968	entailment
969	entailment
970	entailment
971	entailment
972	entailment
973	entailment
974	entailment
975	entailment
976	contradiction
977	neutral
978	contradiction
979	neutral
980	entailment
981	entailment
982	entailment
983	entailment
984	entailment
985	entailment
986	entailment
987	neutral
988	entailment
989	entailment
990	entailment
991	entailment
992	entailment
993	entailment
994	entailment
995	entailment
996	entailment
997	entailment
998	entailment
999	entailment
1000	entailment
1001	entailment
1002	entailment
1003	entailment
1004	entailment
1005	entailment
1006	entailment
1007	entailment
1008	entailment
1009	entailment
1010	entailment
1011	contradiction
1012	contradiction
1013	entailment
1014	entailment
1015	contradiction
1016	entailment
1017	entailment
1018	entailment
1019	entailment
1020	entailment
1021	entailment
1022	neutral
1023	neutral
1024	contradiction
1025	neutral
1026	contradiction
1027	neutral
1028	entailment
1029	neutral
1030	entailment
1031	neutral
1032	contradiction
1033	neutral
1034	contradiction
1035	neutral
1036	entailment
1037	contradiction
1038	contradiction
1039	contradiction
1040	entailment
1041	contradiction
1042	contradiction
1043	contradiction
1044	entailment
1045	entailment
1046	entailment
1047	entailment
1048	entailment
1049	entailment
1050	entailment
1051	entailment
1052	entailment
1053	entailment
1054	entailment
1055	entailment
1056	entailment
1057	entailment
1058	entailment
1059	entailment
1060	entailment
1061	entailment
1062	entailment
1063	contradiction
1064	entailment
1065	contradiction
1066	entailment
1067	contradiction
1068	entailment
1069	entailment
1070	entailment
1071	entailment
1072	entailment
1073	entailment
1074	entailment
1075	entailment
1076	entailment
1077	entailment
1078	entailment
1079	entailment
1080	entailment
1081	entailment
1082	entailment
1083	entailment
1084	entailment
1085	entailment
1086	entailment
1087	entailment
1088	entailment
1089	entailment
1090	contradiction
1091	neutral
1092	contradiction
1093	neutral
1094	neutral
1095	neutral
1096	entailment
1097	neutral
1098	entailment
1099	entailment
1100	entailment
1101	entailment
1102	entailment
1103	entailment
